It Could Happen To You,Swing,Jimmy VanHeusen,586
It Don't Mean A Thing,Swing,Duke Ellington,587
It Had To Be You,Swing,Isham Jones,588
It Might As Well Be Spring,Swing,Richard Rodgers,589
It Never Entered My Mind,Ballad,Richard Rodgers,590
It Only Happens When I Dance With You,Swing,Irving Berlin,591
It Was So Good While It Lasted,Swing,PollAckers,592
It's A Big Wide Wonderful World,Waltz,John Rox,593
It's A Blue World,Swing,WrightForrest,594
It's A Dance,Waltz,Michel Petrucciani,595
It's A Good Day,Swing,Peggy Lee,596
It's A Lovely Day Today,Swing,Irving Berlin,597
It's A Raggy Waltz,Waltz,Dave Brubeck,598
It's All Right With Me,Swing,Cole Porter,599
It's Been A Long Long Time,Ballad,Jule Styne,600
It's De-lovely,Swing,Cole Porter,601
It's Easy To Remember,Ballad,Richard Rodgers,602
It's Impossible,Ballad,Armando Manzanero,603
It's Just Talk,Latin,Pat Metheny,604
It's Magic,Ballad,Jule Styne,605
It's Only a Paper Moon,Swing,Harold Arlen,606
It's The Talk Of The Town,Ballad,Jerry Livingston,607
It's You Or No One,Swing,Jule Styne,608
Jackie-ing,Swing,Thelonious Monk,609
Jaco,Even 8ths,Pat Metheny,610
James,Bossa,Pat Metheny,611
Jazz Folk,Swing,John Abercrombie,612
Jeannie's Song,Swing,Marchel Ivery,613
Jeannine,Swing,Duke Pearson,614
Jeepers Creepers,Swing,Harry Warren,615
Jersey Bounce,Swing,PlaterBradshawJohnson,616
Jinrikisha,Swing,Joe Henderson,617
Jitterbug Waltz,Waltz,Fats Waller,618
Jody Grind, The,Even 8ths,Horace Silver,619
Joker, The,Swing,Lee Morgan,620
Jordu,Swing,Duke Jordan,621
Joshua,Swing,Victor Feldman,622
Joy Spring,Swing,Clifford Brown,623
Juju,Waltz,Wayne Shorter,624
Jumpin With Symphony Sid,Swing,Lester Young,625
Just A Gigolo,Swing,Leonello Casucci,626
Just Friends,Swing,John Klenner,627
Just In Time,Swing,Jule Styne,628
Just In Tune,Swing,John Abercrombie,629
Just One More Chance,Swing,JohnstonCoslow,630
Just One Of Those Things,Swing,Cole Porter,631
Just Squeeze Me,Swing,Duke Ellington,632
Just You, Just Me,Swing,Jesse Greer,633
Keepin' Myself For You,Ballad,Vincent Youmans,634
Kicker, The,Swing,Joe Henderson,635
Kids Are Pretty People,Swing,Thad Jones,636
Killer Joe,Swing,Benny Golson,637
Kiss To Build A Dream On, A,Swing,KalmarRubyHammerstein,638
Ko Ko,Swing,Charlie Parker,639
L-O-V-E,Swing,GablerKaempfert,640
La Fiesta,Latin,Chick Corea,641
La Vie En Rose,Swing,LouiguyPiaf,642
Ladies In Mercedes,Bossa,Steve Swallow,643
Lady Bird,Swing,Tadd Dameron,644
Lady is a Tramp, The,Swing,Richard Rodgers,645
Lady's In Love With You, The,Swing,Burton Lane,646
Lakes,Even 8ths,Pat Metheny,647
Lament,Ballad,J.J. Johnson,648
Lamp Is Low, The,Swing,DeRoseShefter,649
Last Night When We Were Young,Ballad,Harold Arlen,650
Last Time I Saw Paris, The,Swing,Henry Mancini,651
Last Train Home,Even 8ths,Pat Metheny,652
Laura,Ballad,David Raskin,653
Laurie,Ballad,Bill Evans,654
Lazy Afternoon,Ballad,LatoucheMoross,655
Lazy Bird,Swing,John Coltrane,656
Lazy River,Swing,Hoagy Carmichael,657
Lazybones,Swing,CarmichaelMercer,658
Leaving,Even 8ths,Richie Beirach,659
Leila,Swing,Wes Montgomery,660
Lennie's Pennies,Swing,Lennie Tristano,661
Let There Be Love,Swing,RandGrant,662
Let There Be You,Swing,YoungCavanaugh,663
Let's Call The Whole Thing Off,Swing,George Gershwin,664
Let's Call This,Swing,Thelonious Monk,665
Let's Cool One,Swing,Thelonious Monk,666
Let's Do It (Let's Fall In Love),Swing,Cole Porter,667
Let's Face The Music And Dance,Swing,Irving Berlin,668
Let's Fall In Love,Swing,Harold Arlen,669
Let's Get Away From It All,Swing,DennisAdair,670
Let's Get Lost,Swing,Jimmy McHugh,671
Li'l Darling,Swing,Neal Hefti,672
Light Blue,Ballad,Thelonious Monk,673
Ligia,Bossa,AntonioCarlos Jobim,674
Like A Lover,Bossa,Dori CaymmiNelson Motta,675
Like Someone In Love,Swing,Jimmy VanHeusen,676
Like Sonny,Bossa,John Coltrane,677
Lily of The Valley,Swing,Traditional,678
Limehouse Blues,Swing,BrahamFurber,679
Line For Lyons,Swing,Gerry Mulligan,680
Linger Awhile,Swing,Vincent Rose,681
Litha,Swing,Chick Corea,682
Little B's Poem,Waltz,Bobby Hutcherson,683
Little Boat (O Barquinho),Bossa,Roberto Menescal,684
Little Dancer,Waltz,Tom Harrell,685
Little Girl Blue,Swing,Richard Rodgers,686
Little Niles,Waltz,Randy Weston,687
Little Peace In C For You,Swing,Michel Petrucciani,688
Little Rootie Tootie,Swing,Thelonious Monk,689
Little Sunflower,Even 8ths,Freddie Hubbard,690
Little Tear, A,Bossa,DeodatoValle,691
Little Waltz,Waltz,Ron Carter,692
Little Willie Leaps,Swing,Charlie Parker,693
Liza,Swing,George Gershwin,694
Lone Jack (Page 1),Samba,Pat Metheny,695
Lone Jack (Page 2 - Solos),Samba,Pat Metheny,696
Lonely Dreams,Ballad,Terry Gibbs,697
Lonesome Road, The,Ballad,AustinShilkret,698
Long Ago And Far Away,Swing,Jerome Kern,699
Lonnie's Lament,Swing,John Coltrane,700
Look For The Silver Lining,Swing,Jerome Kern,701
Look Of Love, The,Bossa,Burt Bacharach,702
Look To The Rainbow,Waltz,Burton Lane,703
Look To The Sky,Bossa,AntonioCarlos Jobim,704
Looking Up,Latin,Michel Petrucciani,705
Loop, The,Waltz,Chick Corea,706
Lotus Blossom,Waltz,Billy Strayhorn,707
Lotus Eaters Bittersweet,Swing,Billy Strayhorn,708
Love For Sale,Swing,Cole Porter,709
Love Is Just Around The Corner,Swing,Lewis Gensler,710
Love Me Or Leave Me,Swing,Walter Donaldson,711
Love Nest, The,Swing,Louis Hirsch,712
Love Walked In,Swing,George Gershwin,713
Lovely Way To Spend An Evening, A,Ballad,Jimmy McHugh,714
Lover,Swing,Richard Rodgers,715
Lover Man,Ballad,DavisRamirezSherman,716
Lover, Come Back To Me,Swing,Sigmund Romberg,717
Lucky Southern,Bossa,Keith Jarrett,718
Lullaby In Rhythm,Swing,GoodmanHirsch,719
Lullaby Of Birdland,Swing,George Shearing,720
Lullaby Of The Leaves,Swing,Bernice Petkere,721
Lulu's Back In Town,Swing,Harry Warren,722
Lush Life,Ballad,Billy Strayhorn,723
Lyresto,Swing,Kenny Burrell,724
Ma Belle Hélène,Swing,Kenny Wheeler,725
Mac The Knife,Swing,Kurt Weill,726
Mahjong,Latin,Wayne Shorter,727
Maiden Voyage,Even 8ths,Herbie Hancock,728
Make Someone Happy,Swing,Jule Styne,729
Making Whoopee,Swing,Walter Donaldson,730
Mambo Inn,Latin,BauzaSampsonWoodlen,731
Man I Love, The,Ballad,George Gershwin,732
Man That Got Away, The,Swing,Harold Arlen,733
Manha De Carnaval (Black Orpheus),Bossa,Luiz Bonfa,734
Manhattan,Swing,Richard Rodgers,735
Manoir De Mes Rêves (Django's Castle),Swing,Django Reinhardt,736
Manteca,Latin,Dizzy Gillespie,737
Mas Que Nada,Latin,Jorge Ben,738
Masquerade Is Over, The,Ballad,Allie Wrubel,739
Maybe I Should Change My Ways,Ballad,Duke Ellington,740
Maybe September,Samba,Percy Faith,741
Maze, The,Swing,Herbie Hancock,742
Mc Jolt,Swing,Richie Beirach,743
Mean To Me,Swing,TurkAhlert,744
Meaning Of The Blues, The,Even 8ths,WorthTroup,745
Meditation,Bossa,AntonioCarlos Jobim,746
Memories Of Tomorrow,Even 8ths,Keith Jarrett,747
Memories Of You,Ballad,Eubie Blake,748
Mercy Mercy Mercy,Funk,Joe Zawinul,749
Midnight Blue,Swing,Kenny Burrell,750
Midnight Mood,Waltz,Joe Zawinul,751
Midnight Sun,Swing,HamptonBurkeMercer,752
Milano,Swing,John Lewis,753
Miles Ahead,Swing,Miles Davis,754
Milestones (New),Swing,Miles Davis,755
Milestones (Old),Swing,Miles Davis,756
Mimi,Swing,Richard Rogers,757
Mimosa,Latin,George Benson,758
Minoat,Ballad,Mal Waldron,759
Minor Mishap,Swing,Tommy Flanagan,760
Minor Mood,Swing,Clifford Brown,761
Minor Strain,Swing,Bobby Timmons,762
Minority,Swing,Gigi Gryce,763
Mirror, Mirror,Waltz,Corea Chick,764
Misterioso,Swing,Thelonious Monk,765
Misty,Ballad,Erroll Garner,766
Miyako,Waltz,Wayne Shorter,767
Moanin',Swing,Bobby Timmons,768
Moment's Notice,Swing,John Coltrane,769
Moments To Remember,Ballad,Robert Allen,770
Mona Lisa,Ballad,LivingstonEvans,771
Monk's Dream,Swing,Thelonious Monk,772
Monk's Mood,Ballad,Thelonious Monk,773
Mood Indigo,Ballad,Duke Ellington,774
Moon Alley,Even 8ths,Tom Harrell,775
Moon And Sand,Bossa,WilderPalitz,776
Moon Mist,Swing,EllingtonMercer,777
Moon Rays,Latin,Horace Silver,778
Moon River,Waltz,Henry Mancini,779
Moonchild,Ballad,Keith Jarrett,780
Moondance,Swing,Van Morrison,781
Moonglow,Ballad,HudsonLangeMills,782
Moonlight Becomes You,Ballad,Jimmy VanHeusen,783
Moonlight In Vermont,Ballad,Karl Suessdorf,784
Moonlight Saving Time,Swing,Irving Kahal,785
Moonlight Serenade,Ballad,MillerParish,786
Moontrane, The,Swing,Woody Shaw,787
Moose The Mooche,Swing,Charlie Parker,788
More I See You, The,Swing,Harry Warren,789
More Than You Know,Ballad,Vincent Youmans,790
Morgan The Pirate,Swing,Lee Morgan,791
Morning,Bossa,Clare Fischer,792
Moten Swing,Swing,Bennie Moten,793
Mountain Greenery,Swing,Richard Rodgers,794
Move,Swing,Denzil Best,795
Mr. P.C.,Swing,John Coltrane,796
My Baby Just Cares For Me,Swing,Walter Donaldson,797
My Buddy,Waltz,Walter Donaldson,798
My Favorite Things,Waltz,Richard Rodgers,799
My Foolish Heart,Ballad,Victor Young,800
My Funny Valentine,Ballad,Richard Rodgers,801
My Heart Belongs To Daddy,Swing,Cole Porter,802
My Heart Stood Still,Swing,Richard Rodgers,803
My Ideal,Ballad,Richard Whiting,804
My Last Affair,Swing,Haven Johnson,805
My Little Brown Book,Swing,Billy Strayhorn,806
My Little Suede Shoes,Latin,Charlie Parker,807
My Lucky Star,Swing,DeSylvaBrownHenderson,808
My Man's Gone Now,Waltz,George Gershwin,809
My Melancholy Baby,Swing,BurnettNorton,810
My Old Flame,Ballad,JohnsonCoslow,811
My One And Only Love,Ballad,WoodMellin,812
My Romance,Swing,Richard Rodgers,813
My Secret Love,Swing,Roger Vogel,814
My Shining Hour,Swing,Harold Arlen,815
My Ship,Ballad,Kurt Weill,816
My Song,Even 8ths,Keith Jarrett,817
My Way,Ballad,RevauxFrancoisThibaudAnka,818
Nacada,Ballad,Pat Metheny,819
Naima,Ballad,John Coltrane,820
Nancy (With The Laughing Face),Ballad,Jimmy VanHeusen,821
Nardis,Swing,Miles Davis,822
Nascimento,Bossa,Barry Harris,823
Nature Boy,Ballad,Eden Ahbez,824
Nearness Of You, The,Ballad,Hoagy Carmichael,825
Nefertiti,Swing,Wayne Shorter,826
Never Let Me Go,Ballad,Jay Livingston,827
Never Will I Marry,Swing,Frank Loesser,828
Nevertheless,Ballad,KalmarRuby,829
New Picture,Waltz,Jimmy Heath,830
New York, New York,Swing,John Kander,831
Nica's Dream,Latin,Horace Silver,832
Nice 'n Easy,Swing,SpenceBergmanKeith,833
Nice Work If You Can Get It,Swing,George Gershwin,834
Nicolette,Waltz,Kenny Wheeler,835
Night And Day,Swing,Cole Porter,836
Night Dreamer,Waltz,Wayne Shorter,837
Night Has A Thousand Eyes, The,Latin,JerryBrainin,838
Night In Tunisia, A,Latin,Dizzy Gillespie,839
Night We Called It A Day, The,Swing,Matt Dennis,840
Nightingale Sang In Berkeley Square, A,Ballad,Manning Sherwin,841
No Moe,Swing,Sonny Rollins,842
No Moon At All,Swing,David Mann,843
No Splice,Swing,Lee Konitz,844
Nobody Else But Me,Swing,Jerome Kern,845
Nostalgia In Times Square,Swing,Charles Mingus,846
Nothing Personal,Swing,Don Grolnick,847
Now's The Time,Swing,Charlie Parker,848
Nuages,Swing,Django Reinhardt,849
Nutty,Swing,Thelonious Monk,850
Nutville,Swing,Horace Silver,851
O Grande Amor,Bossa,AntonioCarlos Jobim,852
Odd Couple, The,Swing,Neal Hefti,853
Off Minor,Swing,Thelonious Monk,854
Oh! Look At Me Now,Swing,DeVriesBushkin,855
Oh, Lady Be Good,Swing,George Gershwin,856
Oh, What A Beautiful Mornin',Waltz,Richard Rodgers,857
Ol' Man River,Ballad,Jerome Kern,858
Old Cape Cod,Ballad,RothrockVakusJeffrey,859
Old Country, The,Swing,AdderleyLewis,860
Old Devil Moon,Swing,Burton Lane,861
Old Folks,Ballad,Willard Robison,862
Oleo,Swing,Sonny Rollins,863
Oliloqui Valley,Even 8ths,Herbie Hancock,864
On A Clear Day,Swing,Burton Lane,865
On A Slow Boat To China,Swing,Frank Loesser,866
On Broadway,Even 8ths,MannWeilStollerLeiber,867
On Green Dolphin Street,Swing,Bronislau Kaper,868
On The Street Where You Live,Swing,Frederick Loewe,869
On The Sunny Side Of The Street,Swing,Jimmy McHugh,870
On The Trail,Swing,Ferde Grofe,871
Once I Loved,Bossa,AntonioCarlos Jobim,872
Once In A While,Swing,Michael Edwards,873
One By One,Swing,Wayne Shorter,874
One Finger Snap,Swing,Herbie Hancock,875
One Foot In The Gutter,Swing,Clark Terry,876
One For My Baby,Ballad,Harold Arlen,877
One I Love (Belongs To Somebody Else), The,Swing,Isham Jones,878
One Morning In May,Swing,Hoagy Carmichael,879
One Note Samba,Bossa,AntonioCarlos Jobim,880
Only Trust Your Heart,Bossa,Benny Carter,881
Onmo,Swing,Kenny Wheeler,882
Opener, The,Swing,Bill Evans,883
Orange Colored Sky,Swing,DeLuggStein,884
Ornithology,Swing,Charlie Parker,885
Our Delight,Swing,Tad Dameron,886
Our Love is Here to Stay,Swing,George Gershwin,887
Out Of Nowhere,Swing,Johnny Green,888
Out Of This World,Latin,Harold Arlen,889
Over The Rainbow (Somewhere),Ballad,Harold Arlen,890
P.S. I Love You,Ballad,Gordon Jenkins,891
Pannonica,Ballad,Thelonious Monk,892
Paper Doll,Swing,Johnny Black,893
Parisian Thoroughfare,Swing,Bud Powell,894
Parker's Mood,Swing,Charlie Parker,895
Party's Over, The,Ballad,StyneComdenGreen,896
Passion Dance,Swing,McCoy Tyner,897
Passion Flower,Ballad,Billy Strayhorn,898
Passport,Swing,Charlie Parker,899
Peace,Ballad,Horace Silver,900
Peacocks, The,Ballad,Jimmy Rowles,901
Pee Wee,Waltz,Tony Williams,902
Peel Me A Grape,Swing,Dave Frishberg,903
Pennies From Heaven,Swing,Arthur Johnston,904
Pensativa,Bossa,Clare Fischer,905
Pent Up House,Swing,Sonny Rollins,906
Penthouse Serenade,Swing,JasonBurton,907
People,Ballad,Jule Styne,908
People Will Say We're In Love,Swing,Richard Rodgers,909
Perdido,Latin,Juan Tizol,910
Perhaps,Swing,Charlie Parker,911
Perhaps, Perhaps, Perhaps,Latin,FarresDavis,912
Peri's Scope,Swing,Bill Evans,913
Petit Fleur,Swing,Sidney Bechet,914
Pfrancing (No Blues),Swing,Miles Davis,915
Phase Dance,Even 8ths,Pat Metheny,916
Pick Yourself Up,Swing,Jerome Kern,917
Ping Pong,Swing,Wayne Shorter,918
Pink Panther, The,Swing,Henry Mancini,919
Pinocchio,Swing,Wayne Shorter,920
Played Twice,Swing,Thelonious Monk,921
Poinciana,Latin,Nat Simon,922
Polkadots And Moonbeams,Ballad,Jimmy VanHeusen,923
Poor Butterfly,Ballad,Raymon Hubbell,924
Popsicle Toes,Swing,Michael Franks,925
Portrait Of Jennie,Ballad,BurdgeRobinson,926
Preacher, The,Swing,Horace Silver,927
Prelude To A Kiss,Ballad,Duke Ellington,928
Pretend,Ballad,DouglasParmanLavere,929
Pretty Girl Is Like A Melody, A,Swing,Irving Berlin,930
Prism,Ballad,Keith Jarrett,931
Punjab,Swing,Joe Henderson,932
Pure Imagination,Ballad,Anthony Newley,933
Put On A Happy Face,Swing,Charles Strouse,934
Puttin' On The Ritz,Swing,Irvin Berlin,935
Quasimodo (Blowing Changes),Swing,Charlie Parker,936
Quasimodo (Theme),Swing,Charlie Parker,937
Questar,Even 8ths,Keith Jarrett,938
Question And Answer,Waltz,Pat Metheny,939
Quiet Now,Ballad,Denny Zeitlin,940
Radio,Swing,Steve Swallow,941
Rainbow Connection, The,Waltz,WilliamsAscher,942
Raincheck,Swing,Billy Strayhorn,943
Re: Person I Knew,Swing,Bill Evans,944
Recado Bossa Nova,Bossa,Djalma Ferreira,945
Recordame,Bossa,Joe Henderson,946
Red Clay,Funk,Freddie Hubbard,947
Red Top,Swing,Lionel Hampton,948
Reflections,Ballad,Thelonious Monk,949
Relaxin' At Camarillo,Swing,Charlie Parker,950
Remember,Swing,Irving Berlin,951
Rhythm-a-ning,Swing,Thelonious Monk,952
Road Song,Latin,Wes Montgomery,953
Robbin's Nest,Swing,ThompsonJacquet,954
Rockin' Chair,Swing,Hoagy Carmichael,955
Room 608,Swing,Horace Silver,956
Rose Room,Swing,Art Hickman,957
Rosetta,Swing,Earl Hines,958
Round Midnight,Ballad,Thelonious Monk,959
Route 66,Swing,Bobby Troup,960
Ruby, My Dear,Ballad,Thelonious Monk,961
S' Wonderful,Swing,George Gershwin,962
S'posin',Swing,Paul Denniker,963
S.O.S.,Swing,Wes Montgomery,964
Saga Of Harrison Crabfeathers, The,Waltz,Steve Kuhn,965
Sail Away,Bossa,Tom Harrell,966
Salt Peanuts,Swing,Dizzy Gillespie,967
Samba De Orfeu,Bossa,Luiz Bonfa,968
San Francisco Holiday,Swing,Thelonious Monk,969
Sandu,Swing,Clifford Brown,970
Satellite,Swing,John Coltrane,971
Satin Doll,Swing,StrayhornEllington,972
Save Your Love For Me,Swing,Buddy Johnson,973
Say It (Over And Over Again),Ballad,Frank Loesser,974
Say the Brother's Name,Even 8ths,Pat Metheny,975
Scene,Swing,Tom Harrell,976
Scotch And Soda,Swing,Dave Guard,977
Scrapple From The Apple,Swing,Charlie Parker,978
Sea Journey,Latin,Chick Corea,979
Second Star To The Right, The,Swing,Sammy Fain,980
Second Time Around, The,Swing,Jimmy VanHeusen,981
Secret Love,Ballad,Sammy Fain,982
Segment,Swing,Charlie Parker,983
Sentimental Journey,Swing,BrownGreenHomer,984
September In The Rain,Swing,Harry Warren,985
September Song,Ballad,Kurt Weill,986
Serenade To A Cuckoo,Swing,Roland Kirk,987
Serenade To A Soul Sister,Waltz,Horace Silver,988
Serene,Swing,Eric Dolphy,989
Serenity,Swing,Joe Henderson,990
Serpent's Tooth,Swing,Miles Davis,991
Seven Come Eleven,Swing,GoodmanChristian,992
Seven Steps To Heaven,Swing,Victor Feldman,993
Shadow Of Your Smile, The,Bossa,Johnny Mandel,994
Shaw 'Nuff,Swing,Charlie Parker,995
She's Funny That Way,Ballad,Charles Daniels,996
Shine,Swing,DabneyMackBrown,997
Shiny Stockings,Swing,Frank Foster,998
Si Si,Swing,Charlie Parker,999
Sid's Delight,Swing,Tadd Dameron,1000
Sidewinder,Funk,Lee Morgan,1001
Silver's Serenade,Swing,Horace Silver,1002
Simone,Waltz,Frank Foster,1003
Since I Fell For You,Swing,Buddy Johnson,1004
Sippin' At Bells,Swing,Miles Davis,1005
Sister Sadie,Swing,Horace Silver,1006
Skating In Central Park,Waltz,John Lewis,1007
Skippy,Swing,Thelonious Monk,1008
Skylark,Ballad,Hoagy Carmichael,1009
Skyliner,Swing,Charlie Barnet,1010
Sleepin' Bee, A,Swing,Harold Arlen,1011
Slipped Disc,Swing,Benny Goodman,1012
Slow Hot Wind,Bossa,Henry Mancini,1013
Smile,Ballad,Charles Chaplin,1014
Smoke Gets In Your Eyes,Ballad,Jerome Kern,1015
Smoke Rings,Swing,GiffordWashington,1016
Smooth One, A,Swing,Benny Goodman,1017
Sno' Peas,Waltz,Phil Markowitz,1018
So In Love,Swing,Cole Porter,1019
So Many Stars,Bossa,Sergio Mendez,1020
So Nice (Summer Samba),Bossa,Marco Valles,1021
So Tender,Even 8ths,Keith Jarrett,1022
So What,Swing,Miles Davis,1023
Softly, As In A Morning Sunrise,Swing,Sigmund Romberg,1024
Solar,Swing,Miles Davis,1025
Solitude,Ballad,Duke Ellington,1026
Some Enchanted Evening,Ballad,Richard Rodgers,1027
Some Other Blues,Swing,John Coltrane,1028
Some Other Spring,Swing,HerzogKitchings,1029
Some Other Time,Ballad,Leonard Bernstein,1030
Somebody Loves Me,Swing,George Gershwin,1031
Someday (You'll Be Sorry),Swing,Louis Armstrong,1032
Someday My Prince Will Come,Waltz,Frank Churchill,1033
Someday You'll Be Sorry,Swing,Louis Armstrong,1034
Someone To Watch Over Me,Ballad,George Gershwin,1035
Sometime Ago,Waltz,Sergio Mikanovich,1036
Sometimes I'm Happy,Swing,Vincent Youmans,1037
Somewhere,Swing,Leonard Bernstein,1038
Song For My Father,Latin,Horace Silver,1039
Song Is You, The,Swing,Jerome Kern,1040
Sonnymoon For Two,Swing,Sonny Rollins,1041
Soon,Swing,George Gershwin,1042
Sophisticated Lady,Ballad,Duke Ellington,1043
Sorcerer, The,Swing,Herbie Hancock,1044
Soul Eyes,Ballad,Mal Waldron,1045
Soultrane,Ballad,Tadd Dameron,1046
Sound For Sore Ears, A,Even 8ths,Jimmy Heath,1047
Souvenir,Ballad,Benny Carter,1048
Só Danço Samba,Bossa,AntonioCarlos Jobim,1049
Spain,Latin,Chick Corea,1050
Speak Like A Child,Bossa,Herbie Hancock,1051
Speak Low,Swing,Kurt Weill,1052
Speak No Evil,Swing,Wayne Shorter,1053
Spring Can Really Hang You Up The Most,Ballad,Tommy Wolf,1054
Spring Is Here,Ballad,Richard Rodgers,1055
St. Louis Blues,Swing,W.C. Handy,1056
St. Thomas,Latin,Sonny Rollins,1057
Stablemates,Swing,Benny Golson,1058
Stairway To The Stars,Ballad,Matt Maineck,1059
Star Dust,Ballad,Hoagy Carmichael,1060
Star Eyes,Swing,Gene DePaul,1061
Star-Crossed Lovers,Ballad,StrayhornEllington,1062
Stars Fell On Alabama,Ballad,Frank Perkins,1063
Stella By Starlight,Swing,Victor Young,1064
Stolen Moments,Swing,Oliver Nelson,1065
Stompin' At The Savoy,Swing,WebbGoodmanSampson,1066
Stormy Weather,Ballad,Harold Arlen,1067
Straight No Chaser,Swing,Thelonious Monk,1068
Straight Street,Swing,John Coltrane,1069
Straighten Up And Fly Right,Swing,ColeMills,1070
Strangers In The Night,Swing,Bert Kaempfert,1071
Strayhorn 2,Ballad,Gerry Mulligan,1072
Street Of Dreams,Ballad,Victor Young,1073
Strike Up The Band,Swing,George Gershwin,1074
Strode Rode,Swing,Sonny Rollins,1075
Strollin',Swing,Horace Silver,1076
Struttin' With Some Barbecue,Swing,Lillian Armstrong,1077
Subconscious Lee,Swing,Lee Konitz,1078
Suddenly It's Spring,Swing,Jimmy VanHeusen,1079
Sugar,Swing,Stanley Turrentine,1080
Summer Band Camp,Even 8ths,Mick Goodrick,1081
Summer In Central Park,Waltz,Horace Silver,1082
Summer Knows, The,Ballad,Michel Legrand,1083
Summer Serenade,Bossa,Benny Carter,1084
Summer Wind, The,Swing,MeyerMercer,1085
Summertime,Swing,George Gershwin,1086
Sun down,Swing,Wes Montgomery,1087
Sunday Kind Of Love, A,Ballad,BellePrimaLeonardRhodes,1088
Sunny,Rock,Bobby Hebb,1089
Sunshower,Bossa,Kenny Barron,1090
Surrey With The Fringe On The Top,Swing,Richard Rodgers,1091
Sway,Latin,RuizGimbel,1092
Sweeping Up,Ballad,Steve Swallow,1093
Sweet And Lovely,Swing,ArnheimDanielsTobias,1094
Sweet Georgia Bright,Swing,Charles Lloyd,1095
Sweet Georgia Brown,Swing,PinkardCaseyBernie,1096
Sweet Lorraine,Swing,Cliff Burwell,1097
Sweet Sue, Just You,Swing,HarrisYoung,1098
Sweetest Sounds, The,Swing,Richard Rodgers,1099
Swinging At The Haven,Swing,Ellis Marsalis,1100
Swinging Shepherd Blues, The,Swing,KoffmanRobertsJacobson,1101
Take Five,Swing,Paul Desmond,1102
Take The A Train,Swing,Billy Strayhorn,1103
Taking A Chance On Love,Swing,Vernon Duke,1104
Tangerine,Swing,Victor Schertzinger,1105
Taste Of Honey, A,Waltz,MarlowScott,1106
Tea For Two,Swing,Vincent Youmans,1107
Teach Me Tonight,Swing,Gene DePaul,1108
Tell me a bedtime story,Funk,Herbie Hancock,1109
Tempus Fugit,Swing,Bud Powell,1110
Tenderly,Ballad,Walter Gross,1111
Tenor Madness,Swing,Sonny Rollins,1112
Thanks For The Memory,Swing,Leo Robin,1113
That Old Black Magic,Swing,Harold Arlen,1114
That Old Devil Called Love,Swing,Doris Fisher,1115
That Old Feeling,Ballad,BrownFain,1116
That's All,Swing,HaymesBrandt,1117
That's Life,Swing,KayGordon,1118
Thelonious,Swing,Thelonious Monk,1119
Them There Eyes,Swing,TracyTauberPinkard,1120
Theme, The,Swing,Miles Davis,1121
There Is No Greater Love,Swing,Isham Jones,1122
There Will Never Be Another You,Swing,Harry Warren,1123
There'll Be Some Changes Made,Swing,Benton Overstreet,1124
There's A Lull In My Life,Ballad,Harry Revel,1125
There's A Small Hotel,Swing,Richard Rodgers,1126
There's No You,Ballad,Hal Hopper,1127
These Foolish Things,Ballad,StracheyLink,1128
They All Laughed,Swing,George Gershwin,1129
They Can't Take That Away From Me,Swing,George Gershwin,1130
They Didn't Believe Me,Swing,Jerome Kern,1131
They Say,Swing,HeymanMannWeiss,1132
They Say It's Wonderful,Swing,Irving Berlin,1133
Things Ain't What They Used To Be,Swing,Duke Ellington,1134
Things We Did Last Summer, The,Swing,CahnStyne,1135
Think Of One,Swing,Thelonious Monk,1136
This Can't Be Love,Swing,Richard Rodgers,1137
This Could Be The Start Of Something Good,Swing,Steve Allen,1138
This I Dig Of You,Swing,Hank Mobley,1139
This Is All I Ask,Ballad,Gordon Jenkins,1140
This Is New,Ballad,Kurt Weill,1141
This Masquerade,Rock,Leon Russell,1142
This Time The Dream's On Me,Swing,Harold Arlen,1143
This Year's Kisses,Swing,Irving Berlin,1144
Thou Swell,Swing,Richard Rodgers,1145
Three Little Words,Swing,Harry Ruby,1146
Thrill Is Gone, The,Ballad,Ray Henderson,1147
Thriving From A Riff,Swing,Charlie Parker,1148
Till There Was You,Ballad,Meredith Wilson,1149
Time After Time,Swing,Jule Styne,1150
Time For Love, A,Ballad,Johnny Mandel,1151
Time On My Hands,Ballad,Vincent Youmans,1152
Time Remembered,Ballad,Bill Evans,1153
Tin Tin Deo,Latin,Dizzy Gillespie,1154
Tiny Capers,Swing,Clifford Brown,1155
Tippin',Swing,Horace Silver,1156
Tis Autumn,Ballad,Henry Nemo,1157
Tisket A Tasket, A,Swing,Traditional,1158
Tokyo Blues,Swing,Horace Silver,1159
Tones For Joan's Bones,Swing,Chick Corea,1160
Tonight,Bossa,BernsteinSondheim,1161
Tonight I Shall Sleep,Ballad,EllingtonMercer,1162
Tonight You Belong To Me,Swing,RoseDavid,1163
Too Close For Comfort,Swing,BockWeissHolofcener,1164
Too Marvelous For Words,Swing,Richard Whiting,1165
Too Young,Ballad,LippmanDee,1166
Too Young To Go Steady,Ballad,Jimmy McHugh,1167
Touch Of Your Lips, The,Swing,Ray Noble,1168
Tour De Force,Swing,Dizzy Gillespie,1169
Toy Tune,Swing,Wayne Shorter,1170
Toys,Swing,Herbie Hancock,1171
Training,Swing,Michel Petrucciani,1172
Travels,Even 8ths,Pat Metheny,1173
Tricotism,Swing,Oscar Pettiford,1174
